Comp,BID,asph_true,asph_pred,asph_std
0.1,0.2,37.65506961,93.72965126959753,10.109704607710363
0.1,0.2,117.4449672,93.72965126959753,10.109704607710363
0.1,0.2,39.12507528,93.72965126959753,10.109704607710363
0.1,0.2,25.43012313,93.72965126959753,10.109704607710363
0.1,0.2,35.71918887,93.72965126959753,10.109704607710363
0.1,0.2,28.33061262,93.72965126959753,10.109704607710363
0.1,0.2,113.6988827,93.72965126959753,10.109704607710363
0.1,0.2,141.2711123,93.72965126959753,10.109704607710363
0.1,0.2,135.3109522,93.72965126959753,10.109704607710363
0.1,0.2,150.2399349,93.72965126959753,10.109704607710363
0.1,0.2,60.66631918,93.72965126959753,10.109704607710363
0.1,0.2,129.9288406,93.72965126959753,10.109704607710363
0.1,0.2,67.49957349,93.72965126959753,10.109704607710363
0.1,0.2,71.50371681,93.72965126959753,10.109704607710363
0.1,0.2,90.10431053,93.72965126959753,10.109704607710363
0.1,0.2,67.14670853,93.72965126959753,10.109704607710363
0.1,0.2,155.3889682,93.72965126959753,10.109704607710363
0.1,0.2,108.7382492,93.72965126959753,10.109704607710363
0.1,0.2,96.8588687,93.72965126959753,10.109704607710363
0.1,0.2,63.78530831,93.72965126959753,10.109704607710363
0.1,0.2,111.8092956,93.72965126959753,10.109704607710363
0.1,0.2,175.0616366,93.72965126959753,10.109704607710363
0.1,0.2,61.86080955,93.72965126959753,10.109704607710363
0.1,0.2,134.0860743,93.72965126959753,10.109704607710363
0.1,0.4,105.8217834,122.75773298038075,9.620035756748438
0.1,0.4,103.4097833,122.75773298038075,9.620035756748438
0.1,0.4,85.35700133,122.75773298038075,9.620035756748438
0.1,0.4,127.5045176,122.75773298038075,9.620035756748438
0.1,0.4,123.7756298,122.75773298038075,9.620035756748438
0.1,0.4,67.76210239,122.75773298038075,9.620035756748438
0.1,0.4,116.8184288,122.75773298038075,9.620035756748438
0.1,0.4,97.21942344,122.75773298038075,9.620035756748438
0.1,0.4,84.10373228,122.75773298038075,9.620035756748438
0.1,0.4,86.4267051,122.75773298038075,9.620035756748438
0.1,0.4,82.91416106,122.75773298038075,9.620035756748438
0.1,0.4,69.90788434,122.75773298038075,9.620035756748438
0.1,0.4,94.36653476,122.75773298038075,9.620035756748438
0.1,0.4,118.1055638,122.75773298038075,9.620035756748438
0.1,0.4,66.18256098,122.75773298038075,9.620035756748438
0.1,0.4,82.93884204,122.75773298038075,9.620035756748438
0.1,0.4,71.61515812,122.75773298038075,9.620035756748438
0.1,0.4,81.43237262,122.75773298038075,9.620035756748438
0.1,0.4,93.80461846,122.75773298038075,9.620035756748438
0.1,0.4,88.25498942,122.75773298038075,9.620035756748438
0.1,0.4,136.573926,122.75773298038075,9.620035756748438
0.1,0.4,172.4095805,122.75773298038075,9.620035756748438
0.1,0.4,75.5678744,122.75773298038075,9.620035756748438
0.1,0.4,75.50599178,122.75773298038075,9.620035756748438
0.1,0.6,46.07068676,119.29952563548431,12.222040871090432
0.1,0.6,144.2032131,119.29952563548431,12.222040871090432
0.1,0.6,60.70625513,119.29952563548431,12.222040871090432
0.1,0.6,73.48818366,119.29952563548431,12.222040871090432
0.1,0.6,81.44525984,119.29952563548431,12.222040871090432
0.1,0.6,70.0588489,119.29952563548431,12.222040871090432
0.1,0.6,50.70142248,119.29952563548431,12.222040871090432
0.1,0.6,104.3006718,119.29952563548431,12.222040871090432
0.1,0.6,156.9752427,119.29952563548431,12.222040871090432
0.1,0.6,159.1791625,119.29952563548431,12.222040871090432
0.1,0.6,175.3858704,119.29952563548431,12.222040871090432
0.1,0.6,60.86321925,119.29952563548431,12.222040871090432
0.1,0.6,142.725092,119.29952563548431,12.222040871090432
0.1,0.6,139.4355644,119.29952563548431,12.222040871090432
0.1,0.6,43.18649353,119.29952563548431,12.222040871090432
0.1,0.6,142.3095486,119.29952563548431,12.222040871090432
0.1,0.6,96.33767628,119.29952563548431,12.222040871090432
0.1,0.6,110.0085896,119.29952563548431,12.222040871090432
0.1,0.6,45.01785279,119.29952563548431,12.222040871090432
0.1,0.6,46.42897013,119.29952563548431,12.222040871090432
0.1,0.6,118.8070578,119.29952563548431,12.222040871090432
0.1,0.6,69.04316741,119.29952563548431,12.222040871090432
0.1,0.6,220.2287345,119.29952563548431,12.222040871090432
0.1,0.6,125.1959576,119.29952563548431,12.222040871090432
0.1,0.6,137.8577104,114.3941786508476,10.980292051028156
0.1,0.6,73.09375704,114.3941786508476,10.980292051028156
0.1,0.6,87.45416567,114.3941786508476,10.980292051028156
0.1,0.6,100.3313894,114.3941786508476,10.980292051028156
0.1,0.6,60.18778945,114.3941786508476,10.980292051028156
0.1,0.6,189.3534086,114.3941786508476,10.980292051028156
0.1,0.6,120.8626641,114.3941786508476,10.980292051028156
0.1,0.6,38.50707346,114.3941786508476,10.980292051028156
0.1,0.6,199.0244869,114.3941786508476,10.980292051028156
0.1,0.6,219.9853832,114.3941786508476,10.980292051028156
0.1,0.6,68.05550886,114.3941786508476,10.980292051028156
0.1,0.6,196.4089492,114.3941786508476,10.980292051028156
0.1,0.6,106.7845437,114.3941786508476,10.980292051028156
0.1,0.6,190.7105366,114.3941786508476,10.980292051028156
0.1,0.6,134.8573135,114.3941786508476,10.980292051028156
0.1,0.6,199.6133869,114.3941786508476,10.980292051028156
0.1,0.6,53.70993552,114.3941786508476,10.980292051028156
0.1,0.6,135.1954638,114.3941786508476,10.980292051028156
0.1,0.6,156.5531992,114.3941786508476,10.980292051028156
0.1,0.6,170.9555024,114.3941786508476,10.980292051028156
0.1,0.6,44.26598454,114.3941786508476,10.980292051028156
0.1,0.6,29.19495312,114.3941786508476,10.980292051028156
0.1,0.6,69.83134214,114.3941786508476,10.980292051028156
0.1,0.6,146.1174741,114.3941786508476,10.980292051028156
0.1,0.6,71.13841604,121.83101068790711,10.186808564491688
0.1,0.6,90.60877777,121.83101068790711,10.186808564491688
0.1,0.6,35.24967213,121.83101068790711,10.186808564491688
0.1,0.6,37.29289189,121.83101068790711,10.186808564491688
0.1,0.6,91.60957906,121.83101068790711,10.186808564491688
0.1,0.6,121.4622178,121.83101068790711,10.186808564491688
0.1,0.6,204.323064,121.83101068790711,10.186808564491688
0.1,0.6,194.6145345,121.83101068790711,10.186808564491688
0.1,0.6,54.40115915,121.83101068790711,10.186808564491688
0.1,0.6,183.8588354,121.83101068790711,10.186808564491688
0.1,0.6,68.37134771,121.83101068790711,10.186808564491688
0.1,0.6,97.439145,121.83101068790711,10.186808564491688
0.1,0.6,54.29843753,121.83101068790711,10.186808564491688
0.1,0.6,231.0463989,121.83101068790711,10.186808564491688
0.1,0.6,50.2824057,121.83101068790711,10.186808564491688
0.1,0.6,177.5621686,121.83101068790711,10.186808564491688
0.1,0.6,195.0014724,121.83101068790711,10.186808564491688
0.1,0.6,48.65407506,121.83101068790711,10.186808564491688
0.1,0.6,74.17361936,121.83101068790711,10.186808564491688
0.1,0.6,80.81111663,121.83101068790711,10.186808564491688
0.1,0.6,86.59726868,121.83101068790711,10.186808564491688
0.1,0.6,74.87455705,121.83101068790711,10.186808564491688
0.1,0.6,204.3400459,121.83101068790711,10.186808564491688
0.1,0.6,198.8840061,121.83101068790711,10.186808564491688
0.1,0.8,219.7055167,132.3004170339409,12.603658388685476
0.1,0.8,202.3571904,132.3004170339409,12.603658388685476
0.1,0.8,309.9696242,132.3004170339409,12.603658388685476
0.1,0.8,49.40914908,132.3004170339409,12.603658388685476
0.1,0.8,35.98036651,132.3004170339409,12.603658388685476
0.1,0.8,83.75016042,132.3004170339409,12.603658388685476
0.1,0.8,231.6634795,132.3004170339409,12.603658388685476
0.1,0.8,220.7347662,132.3004170339409,12.603658388685476
0.1,0.8,215.0559355,132.3004170339409,12.603658388685476
0.1,0.8,209.3228957,132.3004170339409,12.603658388685476
0.1,0.8,193.3237718,132.3004170339409,12.603658388685476
0.1,0.8,206.6680317,132.3004170339409,12.603658388685476
0.1,0.8,124.2890357,132.3004170339409,12.603658388685476
0.1,0.8,103.6222678,132.3004170339409,12.603658388685476
0.1,0.8,81.71943379,132.3004170339409,12.603658388685476
0.1,0.8,205.5010526,132.3004170339409,12.603658388685476
0.1,0.8,209.196436,132.3004170339409,12.603658388685476
0.1,0.8,104.8622992,132.3004170339409,12.603658388685476
0.1,0.8,84.93246169,132.3004170339409,12.603658388685476
0.1,0.8,209.9492607,132.3004170339409,12.603658388685476
0.1,0.8,194.5660182,132.3004170339409,12.603658388685476
0.1,0.8,196.0356244,132.3004170339409,12.603658388685476
0.1,0.8,199.630328,132.3004170339409,12.603658388685476
0.1,0.8,200.9462091,132.3004170339409,12.603658388685476
0.1,0.8,165.420688,135.61336538185788,13.014795113298696
0.1,0.8,48.0653262,135.61336538185788,13.014795113298696
0.1,0.8,166.0561458,135.61336538185788,13.014795113298696
0.1,0.8,205.0082775,135.61336538185788,13.014795113298696
