Comp,BID,rg_true,rg_pred,rg_std
0.1,0.2,10.30416954,13.866319723427296,0.3720549116309874
0.1,0.2,13.64904144,13.866319723427296,0.3720549116309874
0.1,0.2,10.78260429,13.866319723427296,0.3720549116309874
0.1,0.2,9.705923682,13.866319723427296,0.3720549116309874
0.1,0.2,10.24378006,13.866319723427296,0.3720549116309874
0.1,0.2,9.98109091,13.866319723427296,0.3720549116309874
0.1,0.2,13.65811815,13.866319723427296,0.3720549116309874
0.1,0.2,15.54619216,13.866319723427296,0.3720549116309874
0.1,0.2,14.70675538,13.866319723427296,0.3720549116309874
0.1,0.2,15.75762859,13.866319723427296,0.3720549116309874
0.1,0.2,12.00509369,13.866319723427296,0.3720549116309874
0.1,0.2,14.36361601,13.866319723427296,0.3720549116309874
0.1,0.2,11.97795382,13.866319723427296,0.3720549116309874
0.1,0.2,11.80152872,13.866319723427296,0.3720549116309874
0.1,0.2,13.38190597,13.866319723427296,0.3720549116309874
0.1,0.2,12.3522146,13.866319723427296,0.3720549116309874
0.1,0.2,15.28687758,13.866319723427296,0.3720549116309874
0.1,0.2,13.66829174,13.866319723427296,0.3720549116309874
0.1,0.2,13.27502406,13.866319723427296,0.3720549116309874
0.1,0.2,12.34255765,13.866319723427296,0.3720549116309874
0.1,0.2,14.22044502,13.866319723427296,0.3720549116309874
0.1,0.2,16.67392235,13.866319723427296,0.3720549116309874
0.1,0.2,11.88396448,13.866319723427296,0.3720549116309874
0.1,0.2,14.60274155,13.866319723427296,0.3720549116309874
0.1,0.4,14.34683859,13.859657920897007,0.3901034120076084
0.1,0.4,13.98522857,13.859657920897007,0.3901034120076084
0.1,0.4,13.14180472,13.859657920897007,0.3901034120076084
0.1,0.4,15.23900686,13.859657920897007,0.3901034120076084
0.1,0.4,14.60656478,13.859657920897007,0.3901034120076084
0.1,0.4,12.52337486,13.859657920897007,0.3901034120076084
0.1,0.4,14.33811166,13.859657920897007,0.3901034120076084
0.1,0.4,13.99621805,13.859657920897007,0.3901034120076084
0.1,0.4,13.36805712,13.859657920897007,0.3901034120076084
0.1,0.4,12.86502931,13.859657920897007,0.3901034120076084
0.1,0.4,13.71358011,13.859657920897007,0.3901034120076084
0.1,0.4,11.64074132,13.859657920897007,0.3901034120076084
0.1,0.4,14.13137558,13.859657920897007,0.3901034120076084
0.1,0.4,14.61538329,13.859657920897007,0.3901034120076084
0.1,0.4,12.07018881,13.859657920897007,0.3901034120076084
0.1,0.4,13.05776958,13.859657920897007,0.3901034120076084
0.1,0.4,12.50767813,13.859657920897007,0.3901034120076084
0.1,0.4,12.87107272,13.859657920897007,0.3901034120076084
0.1,0.4,13.33669999,13.859657920897007,0.3901034120076084
0.1,0.4,13.03099137,13.859657920897007,0.3901034120076084
0.1,0.4,15.39922237,13.859657920897007,0.3901034120076084
0.1,0.4,16.73965592,13.859657920897007,0.3901034120076084
0.1,0.4,12.60086717,13.859657920897007,0.3901034120076084
0.1,0.4,12.58108056,13.859657920897007,0.3901034120076084
0.1,0.6,11.75800035,14.619879133999348,0.422893799238246
0.1,0.6,15.14215334,14.619879133999348,0.422893799238246
0.1,0.6,11.92970404,14.619879133999348,0.422893799238246
0.1,0.6,13.22728084,14.619879133999348,0.422893799238246
0.1,0.6,12.68063693,14.619879133999348,0.422893799238246
0.1,0.6,12.88451674,14.619879133999348,0.422893799238246
0.1,0.6,11.111012,14.619879133999348,0.422893799238246
0.1,0.6,13.518998,14.619879133999348,0.422893799238246
0.1,0.6,16.02737835,14.619879133999348,0.422893799238246
0.1,0.6,16.14090136,14.619879133999348,0.422893799238246
0.1,0.6,16.72293695,14.619879133999348,0.422893799238246
0.1,0.6,12.50640466,14.619879133999348,0.422893799238246
0.1,0.6,14.88742391,14.619879133999348,0.422893799238246
0.1,0.6,15.48946472,14.619879133999348,0.422893799238246
0.1,0.6,10.99679305,14.619879133999348,0.422893799238246
0.1,0.6,15.00995433,14.619879133999348,0.422893799238246
0.1,0.6,13.19715293,14.619879133999348,0.422893799238246
0.1,0.6,13.76775022,14.619879133999348,0.422893799238246
0.1,0.6,10.74009087,14.619879133999348,0.422893799238246
0.1,0.6,11.52855715,14.619879133999348,0.422893799238246
0.1,0.6,14.30552887,14.619879133999348,0.422893799238246
0.1,0.6,12.5859103,14.619879133999348,0.422893799238246
0.1,0.6,18.22853266,14.619879133999348,0.422893799238246
0.1,0.6,15.44763562,14.619879133999348,0.422893799238246
0.1,0.6,15.26520486,14.557979583740234,0.36718983182348885
0.1,0.6,12.69087441,14.557979583740234,0.36718983182348885
0.1,0.6,13.83938896,14.557979583740234,0.36718983182348885
0.1,0.6,13.57883393,14.557979583740234,0.36718983182348885
0.1,0.6,11.94331789,14.557979583740234,0.36718983182348885
0.1,0.6,16.87283463,14.557979583740234,0.36718983182348885
0.1,0.6,14.30276391,14.557979583740234,0.36718983182348885
0.1,0.6,9.987008351,14.557979583740234,0.36718983182348885
0.1,0.6,17.45553627,14.557979583740234,0.36718983182348885
0.1,0.6,18.38162863,14.557979583740234,0.36718983182348885
0.1,0.6,12.00776664,14.557979583740234,0.36718983182348885
0.1,0.6,17.82681746,14.557979583740234,0.36718983182348885
0.1,0.6,13.3328867,14.557979583740234,0.36718983182348885
0.1,0.6,17.48785424,14.557979583740234,0.36718983182348885
0.1,0.6,15.33312972,14.557979583740234,0.36718983182348885
0.1,0.6,17.33224636,14.557979583740234,0.36718983182348885
0.1,0.6,11.55853938,14.557979583740234,0.36718983182348885
0.1,0.6,14.35102856,14.557979583740234,0.36718983182348885
0.1,0.6,15.89577168,14.557979583740234,0.36718983182348885
0.1,0.6,16.77605408,14.557979583740234,0.36718983182348885
0.1,0.6,10.84481851,14.557979583740234,0.36718983182348885
0.1,0.6,9.533650882,14.557979583740234,0.36718983182348885
0.1,0.6,12.63729854,14.557979583740234,0.36718983182348885
0.1,0.6,15.33131149,14.557979583740234,0.36718983182348885
0.1,0.6,12.35091548,13.927399560809135,0.4263612365472686
0.1,0.6,13.48258508,13.927399560809135,0.4263612365472686
0.1,0.6,10.54668107,13.927399560809135,0.4263612365472686
0.1,0.6,10.75994231,13.927399560809135,0.4263612365472686
0.1,0.6,13.72571792,13.927399560809135,0.4263612365472686
0.1,0.6,14.90207701,13.927399560809135,0.4263612365472686
0.1,0.6,17.7775977,13.927399560809135,0.4263612365472686
0.1,0.6,17.60198766,13.927399560809135,0.4263612365472686
0.1,0.6,12.13643819,13.927399560809135,0.4263612365472686
0.1,0.6,17.35416223,13.927399560809135,0.4263612365472686
0.1,0.6,11.68928341,13.927399560809135,0.4263612365472686
0.1,0.6,13.421439,13.927399560809135,0.4263612365472686
0.1,0.6,11.14984048,13.927399560809135,0.4263612365472686
0.1,0.6,19.36073221,13.927399560809135,0.4263612365472686
0.1,0.6,11.25355182,13.927399560809135,0.4263612365472686
0.1,0.6,16.8318753,13.927399560809135,0.4263612365472686
0.1,0.6,18.4349386,13.927399560809135,0.4263612365472686
0.1,0.6,11.83126911,13.927399560809135,0.4263612365472686
0.1,0.6,12.36062102,13.927399560809135,0.4263612365472686
0.1,0.6,13.85673591,13.927399560809135,0.4263612365472686
0.1,0.6,13.21838625,13.927399560809135,0.4263612365472686
0.1,0.6,12.11549395,13.927399560809135,0.4263612365472686
0.1,0.6,17.85989916,13.927399560809135,0.4263612365472686
0.1,0.6,18.06663285,13.927399560809135,0.4263612365472686
0.1,0.8,19.57138723,15.50705273449421,0.4169013778575733
0.1,0.8,18.72999513,15.50705273449421,0.4169013778575733
0.1,0.8,21.62337233,15.50705273449421,0.4169013778575733
0.1,0.8,11.44606619,15.50705273449421,0.4169013778575733
0.1,0.8,10.62104975,15.50705273449421,0.4169013778575733
0.1,0.8,13.57893364,15.50705273449421,0.4169013778575733
0.1,0.8,18.79251078,15.50705273449421,0.4169013778575733
0.1,0.8,19.41121816,15.50705273449421,0.4169013778575733
0.1,0.8,18.3583704,15.50705273449421,0.4169013778575733
0.1,0.8,18.54499317,15.50705273449421,0.4169013778575733
0.1,0.8,18.03788055,15.50705273449421,0.4169013778575733
0.1,0.8,18.86760257,15.50705273449421,0.4169013778575733
0.1,0.8,15.06197925,15.50705273449421,0.4169013778575733
0.1,0.8,14.44696562,15.50705273449421,0.4169013778575733
