Comp,BID,anis_true,anis_pred,anis_std
0.1,0.2,0.164754284,0.3358378505872679,0.013624966382970975
0.1,0.2,0.43465433,0.3358378505872679,0.013624966382970975
0.1,0.2,0.152513506,0.3358378505872679,0.013624966382970975
0.1,0.2,0.103076927,0.3358378505872679,0.013624966382970975
0.1,0.2,0.154234576,0.3358378505872679,0.013624966382970975
0.1,0.2,0.111229934,0.3358378505872679,0.013624966382970975
0.1,0.2,0.413004161,0.3358378505872679,0.013624966382970975
0.1,0.2,0.381140397,0.3358378505872679,0.013624966382970975
0.1,0.2,0.433543633,0.3358378505872679,0.013624966382970975
0.1,0.2,0.421546302,0.3358378505872679,0.013624966382970975
0.1,0.2,0.221444813,0.3358378505872679,0.013624966382970975
0.1,0.2,0.436642461,0.3358378505872679,0.013624966382970975
0.1,0.2,0.261082656,0.3358378505872679,0.013624966382970975
0.1,0.2,0.306564498,0.3358378505872679,0.013624966382970975
0.1,0.2,0.298990894,0.3358378505872679,0.013624966382970975
0.1,0.2,0.243063164,0.3358378505872679,0.013624966382970975
0.1,0.2,0.479287808,0.3358378505872679,0.013624966382970975
0.1,0.2,0.393227519,0.3358378505872679,0.013624966382970975
0.1,0.2,0.350959946,0.3358378505872679,0.013624966382970975
0.1,0.2,0.227462996,0.3358378505872679,0.013624966382970975
0.1,0.2,0.354845835,0.3358378505872679,0.013624966382970975
0.1,0.2,0.436219092,0.3358378505872679,0.013624966382970975
0.1,0.2,0.236293409,0.3358378505872679,0.013624966382970975
0.1,0.2,0.437090654,0.3358378505872679,0.013624966382970975
0.1,0.4,0.311641025,0.3209177916724002,0.014300188048240056
0.1,0.4,0.32814855,0.3209177916724002,0.014300188048240056
0.1,0.4,0.300993519,0.3209177916724002,0.014300188048240056
0.1,0.4,0.360525619,0.3209177916724002,0.014300188048240056
0.1,0.4,0.379211699,0.3209177916724002,0.014300188048240056
0.1,0.4,0.230759951,0.3209177916724002,0.014300188048240056
0.1,0.4,0.374256504,0.3209177916724002,0.014300188048240056
0.1,0.4,0.301906541,0.3209177916724002,0.014300188048240056
0.1,0.4,0.281381678,0.3209177916724002,0.014300188048240056
0.1,0.4,0.320000029,0.3209177916724002,0.014300188048240056
0.1,0.4,0.244998764,0.3209177916724002,0.014300188048240056
0.1,0.4,0.305102101,0.3209177916724002,0.014300188048240056
0.1,0.4,0.285007505,0.3209177916724002,0.014300188048240056
0.1,0.4,0.348967875,0.3209177916724002,0.014300188048240056
0.1,0.4,0.259530117,0.3209177916724002,0.014300188048240056
0.1,0.4,0.281413816,0.3209177916724002,0.014300188048240056
0.1,0.4,0.252103151,0.3209177916724002,0.014300188048240056
0.1,0.4,0.292827012,0.3209177916724002,0.014300188048240056
0.1,0.4,0.331829064,0.3209177916724002,0.014300188048240056
0.1,0.4,0.317885912,0.3209177916724002,0.014300188048240056
0.1,0.4,0.374169125,0.3209177916724002,0.014300188048240056
0.1,0.4,0.425898222,0.3209177916724002,0.014300188048240056
0.1,0.4,0.276147533,0.3209177916724002,0.014300188048240056
0.1,0.4,0.272158177,0.3209177916724002,0.014300188048240056
0.1,0.6,0.149064476,0.34316442292401916,0.015553877797563514
0.1,0.6,0.437404584,0.34316442292401916,0.015553877797563514
0.1,0.6,0.225452567,0.34316442292401916,0.015553877797563514
0.1,0.6,0.228984993,0.34316442292401916,0.015553877797563514
0.1,0.6,0.303064055,0.34316442292401916,0.015553877797563514
0.1,0.6,0.231164648,0.34316442292401916,0.015553877797563514
0.1,0.6,0.208425517,0.34316442292401916,0.015553877797563514
0.1,0.6,0.365655878,0.34316442292401916,0.015553877797563514
0.1,0.6,0.422161498,0.34316442292401916,0.015553877797563514
0.1,0.6,0.419144967,0.34316442292401916,0.015553877797563514
0.1,0.6,0.440618338,0.34316442292401916,0.015553877797563514
0.1,0.6,0.19651055,0.34316442292401916,0.015553877797563514
