Comp,BID,SID,CID,rg,asph,acyl,anis,num dom,seg,avgsize,maxsize,eig1,eig2,eig3,eig4,eig5,eig6,eig7,eig8,eig9,eig10,n_eig,PCA_0,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9
0.1,0.2,0,10,11.10204468,58.79898212,26.6309869,0.274172741,1,25,375.0,375,0.00071661,0.00227024,0.003059131,0.004095618,0.005699882,0.007810911,0.0088136,0.012243147,0.014008092,0.016085335,3.58e-05,-5.202298102465329,0.44892569744470157,-0.04656837381971039,-0.002502230934692325,0.3027224934399551,-0.5366687858686262,0.00879445876595841,-0.5348436985172144,0.013479395592356017,0.018042819410808056
0.1,0.2,0,11,13.02173842,79.50140966,38.45627574,0.270797657,3,57,114.3333333,297,0.00032195,0.000781278,0.001791425,0.003222462,0.004811633,0.005181818,0.006332107,0.007368145,0.010379977,0.010859868,1.61e-05,-5.202298102465329,0.4489256974446992,-0.04656837381971019,-0.0025022309346940537,0.30272249343995916,-0.5366687858686141,0.008794458765949016,-0.5348436985172127,0.013479395592362612,0.018042819410818537
0.1,0.2,0,12,13.86272107,103.1077092,44.86328378,0.336964983,3,51,116.3333333,167,0.000271926,0.000977131,0.002004215,0.003441158,0.005642766,0.006694068,0.008253051,0.010434272,0.011162069,0.012793774,1.36e-05,-5.202298102465329,0.4489256974447064,-0.04656837381970368,-0.0025022309346931612,0.3027224934399612,-0.5366687858686334,0.008794458765966724,-0.5348436985172242,0.013479395592350356,0.018042819410825677
0.1,0.2,0,13,16.66982688,181.0190427,70.86497814,0.463245815,4,96,76.0,134,0.000136117,0.000660707,0.002634863,0.003409845,0.005500187,0.006882186,0.00789513,0.010124809,0.011364905,0.012116922,7.16e-06,-5.202298102465329,0.4489256974446981,-0.04656837381971721,-0.0025022309346808117,0.3027224934399575,-0.5366687858686128,0.008794458765960396,-0.5348436985171927,0.01347939559237089,0.01804281941081261
0.1,0.2,0,14,11.43017476,50.04046221,25.74829753,0.189086765,2,28,186.0,352,0.000613176,0.001314937,0.002320161,0.002652866,0.004304695,0.006111308,0.007267799,0.008415749,0.011945255,0.012797739,3.07e-05,-5.202298102465329,0.44892569744469346,-0.04656837381970488,-0.0025022309346985237,0.30272249343993735,-0.5366687858686201,0.008794458765979016,-0.5348436985172361,0.013479395592415821,0.018042819410751414
0.1,0.2,0,15,14.44031171,125.5066571,51.18790817,0.403043569,5,77,64.6,91,0.000190625,0.001104175,0.001860383,0.002327113,0.006026314,0.006609352,0.008860012,0.012627204,0.013269013,0.013619897,9.53e-06,-5.202298102465329,0.4489256974447062,-0.046568373819705154,-0.002502230934691403,0.30272249343996005,-0.5366687858686313,0.008794458765966202,-0.5348436985172216,0.013479395592353262,0.018042819410823564
0.1,0.2,0,16,16.10684636,153.7790433,70.26622985,0.40377682,4,101,74.75,106,0.00015133,0.000720388,0.001278006,0.00296918,0.004146915,0.005626328,0.006626051,0.007415929,0.01188408,0.013996314,7.57e-06,-5.202298102465329,0.4489256974447012,-0.0465683738197021,-0.0025022309346962287,0.30272249343996327,-0.5366687858686326,0.008794458765970896,-0.5348436985172214,0.013479395592354665,0.018042819410820664
0.1,0.2,0,17,11.23262526,53.93907113,25.90685117,0.227417455,1,25,375.0,375,0.000776538,0.002005801,0.002634864,0.003728449,0.005147702,0.00629555,0.008556255,0.009580733,0.014001845,0.014620984,3.88e-05,-5.202298102465329,0.4489256974447038,-0.04656837381970599,-0.002502230934691746,0.3027224934399555,-0.536668785868627,0.00879445876596507,-0.5348436985172242,0.013479395592364626,0.01804281941080715
0.1,0.2,0,18,15.52008086,143.6072729,60.45452233,0.400879334,3,77,107.6666667,114,0.000183676,0.000799873,0.002337399,0.003678407,0.004097464,0.00517733,0.005632794,0.008374011,0.010499688,0.012173585,9.18e-06,-5.202298102465329,0.448925697444703,-0.04656837381970583,-0.002502230934692616,0.3027224934399566,-0.5366687858686268,0.008794458765966002,-0.5348436985172236,0.013479395592363925,0.018042819410809832
0.1,0.2,0,19,11.89044576,59.33640533,28.50315771,0.219246669,3,41,119.6666667,304,0.000582847,0.001615225,0.001863756,0.003525397,0.004381397,0.004869308,0.005954985,0.008082239,0.010427855,0.012834841,2.91e-05,-5.202298102465329,0.44892569744470284,-0.04656837381970601,-0.002502230934692694,0.3027224934399566,-0.5366687858686264,0.008794458765965926,-0.5348436985172232,0.01347939559236407,0.018042819410810138
0.1,0.2,0,20,12.6891679,63.14792409,35.10179444,0.204666286,2,48,176.0,297,0.00040123,0.000894408,0.001106268,0.004074734,0.004370108,0.006172454,0.006571192,0.008101726,0.010475025,0.012805707,2.01e-05,-5.202298102465329,0.44892569744470284,-0.046568373819706056,-0.002502230934692654,0.30272249343995655,-0.5366687858686263,0.00879445876596586,-0.5348436985172232,0.013479395592364161,0.018042819410810075
0.1,0.2,0,21,18.28348154,199.9718749,89.49146092,0.408322699,6,139,43.5,106,0.000115225,0.000384066,0.001330604,0.002748486,0.003199875,0.004066855,0.004432634,0.006031069,0.009516704,0.013086037,5.76e-06,-5.202298102465329,0.44892569744470284,-0.046568373819706056,-0.002502230934692654,0.30272249343995655,-0.5366687858686263,0.00879445876596586,-0.5348436985172232,0.013479395592364161,0.018042819410810075
0.1,0.2,0,22,16.77224761,162.3670413,70.05183122,0.383933726,7,132,38.28571429,106,0.000137899,0.00036362,0.001730224,0.002589474,0.003198872,0.004256071,0.004609243,0.006159973,0.006860365,0.008904026,6.89e-06,-5.202298102465329,0.44892569744470284,-0.046568373819706056,-0.002502230934692654,0.30272249343995655,-0.5366687858686263,0.00879445876596586,-0.5348436985172232,0.013479395592364161,0.018042819410810075
0.1,0.2,0,23,12.08270895,64.84211006,35.21401082,0.256088611,4,58,85.5,222,0.000367733,0.001048383,0.003476712,0.004239643,0.004759726,0.006304143,0.007198584,0.00906383,0.010589468,0.013814412,1.84e-05,-5.202298102465329,0.44892569744470284,-0.046568373819706056,-0.002502230934692654,0.30272249343995655,-0.5366687858686263,0.00879445876596586,-0.5348436985172232,0.013479395592364161,0.018042819410810075
0.1,0.2,1,0,13.88047261,91.09247716,45.60699552,0.279009283,5,70,66.0,191,0.000240602,0.000622895,0.001848237,0.002014592,0.00384145,0.005049028,0.006986076,0.008757419,0.009777482,0.012847467,1.2e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,1,13.97274291,92.58254738,47.19154441,0.281724455,5,76,64.8,178,0.000272895,0.000483104,0.001586082,0.002703305,0.004248981,0.004584434,0.008803463,0.01027586,0.011664331,0.01249117,1.36e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,2,13.85469235,95.15052457,43.73378413,0.293951129,6,91,51.5,111,0.000234253,0.000646622,0.001279352,0.001904628,0.004735603,0.007732052,0.008453771,0.009859473,0.011824841,0.015546499,1.17e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,3,9.860819991,31.1809023,18.25718967,0.139909184,1,12,388.0,388,0.001383512,0.00206077,0.003774327,0.006275441,0.007080675,0.008444403,0.01043655,0.011790684,0.01242398,0.01445738,6.92e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,4,15.02929669,116.3066521,54.96293588,0.318501134,9,114,31.77777778,111,0.000191456,0.000536045,0.001187545,0.001551114,0.003904938,0.004432281,0.004802099,0.008550425,0.009755944,0.01393911,9.57e-06,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,5,12.55502371,89.70615157,37.66417024,0.369563962,3,46,118.0,181,0.000302153,0.000962439,0.003693353,0.005443773,0.00568837,0.008654743,0.01039815,0.010786813,0.011107996,0.015834396,1.51e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,6,15.2571245,140.6530119,56.10190863,0.403717584,5,71,65.8,178,0.000192403,0.000917499,0.001515273,0.001928712,0.004853016,0.005303302,0.006686222,0.009042662,0.012361563,0.014061366,9.62e-06,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,7,14.48127367,130.1744711,51.97033764,0.431440943,2,33,183.5,303,0.000275914,0.001034296,0.002837023,0.005150283,0.005823668,0.007505853,0.008649636,0.009324781,0.010134696,0.012384766,1.45e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,8,13.15297034,95.4787747,39.96359879,0.347296434,6,60,56.66666667,199,0.000218891,0.001347676,0.00168167,0.002951579,0.004667407,0.005897614,0.007011802,0.011827088,0.013548133,0.013922365,1.09e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,9,11.9689981,62.74657853,31.62422433,0.243731937,2,40,180.0,338,0.000590808,0.001017607,0.002067091,0.002846677,0.00568199,0.007026068,0.008687837,0.011179948,0.012152459,0.014531814,2.95e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,10,13.12864203,84.43876328,39.35123563,0.29167819,7,69,47.28571429,96,0.000239146,0.00074114,0.001710458,0.002695738,0.004252666,0.006348453,0.007143963,0.008871003,0.010073858,0.013654193,1.2e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,11,12.85222991,68.61556643,33.97828176,0.218038842,4,57,85.75,285,0.00047541,0.000918245,0.00133558,0.002021642,0.004345147,0.005964685,0.008238957,0.010286274,0.012820305,0.01534162,2.38e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,12,14.20599708,118.1698728,51.1356277,0.393751868,5,52,69.6,129,0.000297703,0.000832503,0.002189965,0.003480669,0.005329833,0.005647431,0.006335601,0.010577936,0.01223396,0.012773258,1.57e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,13,12.67739615,74.28665469,34.94207829,0.258199329,4,54,86.5,293,0.000343352,0.001174766,0.002030648,0.003842632,0.004264162,0.006184866,0.010216892,0.011010253,0.012039513,0.012953154,1.81e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,14,10.96311939,47.740851,25.8062937,0.206185361,1,12,388.0,388,0.000743501,0.000963598,0.002411667,0.004969913,0.00643015,0.007441025,0.011804175,0.013372952,0.014098881,0.015072479,3.72e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,15,10.07824298,35.92112085,19.2404411,0.165337893,1,12,388.0,388,0.001187037,0.001689827,0.003210849,0.004949317,0.00569346,0.007715017,0.00842002,0.010516216,0.012920196,0.014441645,5.94e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,16,13.20248172,104.3089987,41.86789044,0.402316876,4,26,93.5,157,0.000305755,0.001661491,0.003021339,0.004483415,0.008584097,0.009492218,0.01100327,0.011591269,0.014587817,0.016100811,1.53e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,17,14.11168459,91.52272014,46.28985364,0.268760123,7,93,43.85714286,220,0.000335179,0.000409802,0.001523385,0.003001691,0.004027049,0.004841256,0.009881422,0.01077426,0.011277559,0.012514754,1.68e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,18,11.99924835,60.92834407,30.45577188,0.224107267,1,12,388.0,388,0.000554666,0.00088023,0.002463839,0.003244807,0.005467566,0.006328507,0.006731118,0.009520101,0.011881177,0.01324256,2.77e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,19,11.96883001,74.50654742,32.64916573,0.324171428,3,41,119.6666667,338,0.000505119,0.001333878,0.003217871,0.004286546,0.006285969,0.008397192,0.00905057,0.010533792,0.014287272,0.014955769,2.53e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,20,15.19298007,121.2773487,52.43502917,0.317165736,8,104,37.0,164,0.000199443,0.000697599,0.001151197,0.001866412,0.002796237,0.004615232,0.005105311,0.00861558,0.01113028,0.013749754,9.97e-06,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,21,11.99038963,60.02519693,30.3408946,0.220889218,3,33,122.3333333,209,0.000491017,0.001055187,0.001658088,0.003804405,0.004625731,0.006380673,0.007924269,0.010044454,0.011476869,0.013198686,2.46e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,22,11.58654985,54.46591883,27.5519253,0.211792872,4,43,89.25,249,0.000618222,0.000988223,0.001540615,0.003595179,0.005744851,0.007274597,0.009689748,0.01019342,0.013212648,0.014532732,3.09e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,1,23,13.90539943,123.7830531,47.1103562,0.451634532,3,31,123.0,180,0.000281375,0.00221379,0.003038014,0.003430125,0.003998443,0.00500577,0.006031749,0.010250145,0.012025795,0.01390206,1.48e-05,-5.152414842049058,0.2556579013859321,-0.211669747405415,-0.1436361168581186,0.379462408491653,-0.17960025411070785,0.617508793272245,0.19487136163483362,0.4379257906717802,-0.5980990223151655
0.1,0.2,2,0,14.27417295,126.7672005,50.67491889,0.434164548,4,91,77.25,154,0.000198443,0.001242615,0.002147023,0.002999438,0.004232835,0.006261125,0.007100933,0.007541254,0.009955623,0.011028241,9.92e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,1,13.76502504,107.7713898,42.70125317,0.36376281,3,82,106.0,189,0.000274904,0.001268127,0.002144544,0.002278318,0.004848534,0.006629132,0.008063427,0.010352059,0.011033594,0.012461073,1.37e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,2,14.27943358,130.8306565,51.52720916,0.453767995,5,97,60.6,167,0.000183022,0.001288924,0.003082539,0.00349018,0.004467473,0.007308173,0.009227096,0.010706904,0.011399868,0.012395995,9.15e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,3,17.3580591,203.1158167,81.14475281,0.491911519,6,147,42.16666667,130,0.000103565,0.000701337,0.001402381,0.002378931,0.003430469,0.005290459,0.006927662,0.007368886,0.008440373,0.011882082,5.18e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,4,16.47121862,180.6918881,67.9430853,0.478148866,6,133,44.5,178,0.000123109,0.000916964,0.001826617,0.003258077,0.00410183,0.004895814,0.006745555,0.00767615,0.011180901,0.011880846,6.16e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,5,16.48919774,180.3166904,72.0781883,0.478465988,3,114,95.33333333,193,0.000143916,0.001287364,0.001564253,0.002843903,0.005735705,0.005971348,0.008341705,0.008937465,0.010141727,0.011499683,7.2e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,6,12.67665148,76.2816931,34.09053262,0.268649674,4,82,79.5,234,0.000323033,0.001224141,0.001715954,0.002718858,0.004031543,0.004858546,0.006837648,0.007066706,0.010830546,0.012450284,1.62e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,7,10.99505476,49.06748211,25.39650499,0.211328601,1,58,342.0,342,0.00077182,0.001278991,0.001731258,0.003788632,0.005510616,0.007507378,0.008825507,0.009020936,0.009553779,0.009676052,3.86e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,8,12.88172597,86.83729232,39.11735493,0.32777124,2,81,159.5,189,0.000292704,0.00091424,0.001985459,0.004257151,0.006670224,0.007385467,0.007722986,0.009692076,0.011315382,0.013164407,1.46e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,9,12.28709233,60.08603705,32.35879244,0.206915082,1,58,342.0,342,0.000706073,0.000749154,0.001892622,0.00280989,0.005116853,0.007282437,0.008288466,0.009998269,0.010892686,0.012357889,3.53e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,10,18.61620264,225.229295,98.50612147,0.470826191,7,159,34.42857143,63,0.000109722,0.000589963,0.001016722,0.001953101,0.002946364,0.004825884,0.006852917,0.008864724,0.010155752,0.011555551,5.77e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,11,15.69749415,160.4652662,65.51047723,0.466783779,5,124,55.2,178,0.000132855,0.001286009,0.001850085,0.002216916,0.004336629,0.005020879,0.006520499,0.00998549,0.01108426,0.012128054,6.64e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,12,14.66117698,137.6861834,54.09302922,0.444368684,3,114,95.33333333,193,0.000159702,0.001459928,0.002318256,0.002631835,0.005477185,0.006796481,0.007090331,0.009759537,0.010700257,0.012409262,7.99e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,13,11.46146327,45.88646981,24.37196137,0.160825598,3,63,112.3333333,298,0.000699334,0.001064565,0.002414154,0.003120962,0.00416786,0.004736644,0.008301614,0.009802256,0.011282042,0.012892216,3.5e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,14,16.00373559,165.5279023,66.5852321,0.459153576,5,132,53.6,134,0.000132724,0.001238681,0.001332655,0.001802676,0.005113994,0.008655687,0.009212299,0.010215521,0.010803398,0.012790547,6.64e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,15,13.91975113,114.2072096,47.96257354,0.393871967,6,100,50.0,111,0.0001831,0.001316439,0.001960405,0.002686632,0.004045458,0.00480278,0.008020955,0.009739773,0.009895112,0.013182158,9.16e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,16,12.50205957,75.33422261,34.01785969,0.281024599,2,66,167.0,298,0.000531984,0.001004242,0.001722106,0.002625958,0.002976659,0.005877829,0.008121322,0.008682324,0.009177261,0.011586594,2.66e-05,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
0.1,0.2,2,17,16.86117915,186.9174506,71.496542,0.461896881,5,133,53.4,178,0.000124166,0.000930882,0.001771766,0.0021905,0.003102879,0.003606758,0.006107674,0.00812013,0.011494833,0.011968855,6.21e-06,-5.117007110222124,-0.3635043862224825,0.2982004539367368,-0.35692013399992856,0.327741104082047,0.5238028452117668,0.3097561451925012,0.26872296732122447,0.24584155591626783,0.32175673734235105
