Comp,BID,acyl_true,acyl_pred,acyl_std
0.1,0.2,19.93312061,41.04755221769358,5.614271553366322
0.1,0.2,43.40631591,41.04755221769358,5.614271553366322
0.1,0.2,22.45123868,41.04755221769358,5.614271553366322
0.1,0.2,15.74510955,41.04755221769358,5.614271553366322
0.1,0.2,19.42199307,41.04755221769358,5.614271553366322
0.1,0.2,15.74986998,41.04755221769358,5.614271553366322
0.1,0.2,45.33788774,41.04755221769358,5.614271553366322
0.1,0.2,57.60353214,41.04755221769358,5.614271553366322
0.1,0.2,56.22807528,41.04755221769358,5.614271553366322
0.1,0.2,67.61541718,41.04755221769358,5.614271553366322
0.1,0.2,29.73332856,41.04755221769358,5.614271553366322
0.1,0.2,53.82513014,41.04755221769358,5.614271553366322
0.1,0.2,28.91342675,41.04755221769358,5.614271553366322
0.1,0.2,29.2775506,41.04755221769358,5.614271553366322
0.1,0.2,40.01610756,41.04755221769358,5.614271553366322
0.1,0.2,34.07851384,41.04755221769358,5.614271553366322
0.1,0.2,56.07970554,41.04755221769358,5.614271553366322
0.1,0.2,47.43047759,41.04755221769358,5.614271553366322
0.1,0.2,41.79774538,41.04755221769358,5.614271553366322
0.1,0.2,34.40097552,41.04755221769358,5.614271553366322
0.1,0.2,50.57785875,41.04755221769358,5.614271553366322
0.1,0.2,72.78498563,41.04755221769358,5.614271553366322
0.1,0.2,29.57526436,41.04755221769358,5.614271553366322
0.1,0.2,54.23835056,41.04755221769358,5.614271553366322
0.1,0.4,46.06867766,48.64359047906146,5.553773097664153
0.1,0.4,44.93582651,48.64359047906146,5.553773097664153
0.1,0.4,41.54799487,48.64359047906146,5.553773097664153
0.1,0.4,58.64451884,48.64359047906146,5.553773097664153
0.1,0.4,51.47677517,48.64359047906146,5.553773097664153
0.1,0.4,32.79090169,48.64359047906146,5.553773097664153
0.1,0.4,50.7769987,48.64359047906146,5.553773097664153
0.1,0.4,45.96142722,48.64359047906146,5.553773097664153
0.1,0.4,43.74293199,48.64359047906146,5.553773097664153
0.1,0.4,38.17564008,48.64359047906146,5.553773097664153
0.1,0.4,40.774759,48.64359047906146,5.553773097664153
0.1,0.4,29.24988636,48.64359047906146,5.553773097664153
0.1,0.4,48.46082662,48.64359047906146,5.553773097664153
0.1,0.4,50.38783424,48.64359047906146,5.553773097664153
0.1,0.4,33.61873943,48.64359047906146,5.553773097664153
0.1,0.4,38.3832541,48.64359047906146,5.553773097664153
0.1,0.4,33.37742971,48.64359047906146,5.553773097664153
0.1,0.4,38.07609359,48.64359047906146,5.553773097664153
0.1,0.4,42.84497442,48.64359047906146,5.553773097664153
0.1,0.4,38.5790624,48.64359047906146,5.553773097664153
0.1,0.4,57.1333777,48.64359047906146,5.553773097664153
0.1,0.4,71.28693847,48.64359047906146,5.553773097664153
0.1,0.4,36.31549252,48.64359047906146,5.553773097664153
0.1,0.4,35.22967365,48.64359047906146,5.553773097664153
0.1,0.6,25.19402472,48.79585946461293,5.948572509134471
0.1,0.6,57.61719577,48.79585946461293,5.948572509134471
0.1,0.6,28.73748115,48.79585946461293,5.948572509134471
0.1,0.6,39.13806169,48.79585946461293,5.948572509134471
0.1,0.6,34.81258959,48.79585946461293,5.948572509134471
0.1,0.6,37.35291322,48.79585946461293,5.948572509134471
0.1,0.6,23.52928391,48.79585946461293,5.948572509134471
0.1,0.6,41.58637335,48.79585946461293,5.948572509134471
0.1,0.6,65.81284614,48.79585946461293,5.948572509134471
0.1,0.6,63.02899286,48.79585946461293,5.948572509134471
0.1,0.6,75.80211708,48.79585946461293,5.948572509134471
0.1,0.6,31.44584088,48.79585946461293,5.948572509134471
0.1,0.6,51.37609564,48.79585946461293,5.948572509134471
0.1,0.6,57.79914234,48.79585946461293,5.948572509134471
0.1,0.6,21.84548385,48.79585946461293,5.948572509134471
0.1,0.6,56.2322194,48.79585946461293,5.948572509134471
0.1,0.6,39.5474633,48.79585946461293,5.948572509134471
0.1,0.6,46.9581414,48.79585946461293,5.948572509134471
0.1,0.6,21.72192809,48.79585946461293,5.948572509134471
0.1,0.6,24.77382209,48.79585946461293,5.948572509134471
0.1,0.6,46.70279849,48.79585946461293,5.948572509134471
0.1,0.6,33.26544958,48.79585946461293,5.948572509134471
0.1,0.6,80.72721593,48.79585946461293,5.948572509134471
0.1,0.6,55.4395492,48.79585946461293,5.948572509134471
0.1,0.6,53.9697528,48.047419197928434,5.729128670794267
0.1,0.6,36.95893835,48.047419197928434,5.729128670794267
0.1,0.6,41.39702217,48.047419197928434,5.729128670794267
0.1,0.6,46.3932418,48.047419197928434,5.729128670794267
0.1,0.6,28.38991364,48.047419197928434,5.729128670794267
0.1,0.6,76.80525479,48.047419197928434,5.729128670794267
0.1,0.6,53.44386084,48.047419197928434,5.729128670794267
0.1,0.6,18.43823239,48.047419197928434,5.729128670794267
0.1,0.6,78.2270061,48.047419197928434,5.729128670794267
0.1,0.6,88.56561427,48.047419197928434,5.729128670794267
0.1,0.6,31.23341656,48.047419197928434,5.729128670794267
0.1,0.6,78.40575344,48.047419197928434,5.729128670794267
0.1,0.6,41.38839354,48.047419197928434,5.729128670794267
0.1,0.6,85.26460767,48.047419197928434,5.729128670794267
0.1,0.6,54.5510772,48.047419197928434,5.729128670794267
0.1,0.6,80.74757475,48.047419197928434,5.729128670794267
0.1,0.6,28.47842364,48.047419197928434,5.729128670794267
0.1,0.6,50.62526998,48.047419197928434,5.729128670794267
0.1,0.6,65.15206302,48.047419197928434,5.729128670794267
0.1,0.6,72.71539591,48.047419197928434,5.729128670794267
0.1,0.6,23.57957539,48.047419197928434,5.729128670794267
0.1,0.6,14.81297937,48.047419197928434,5.729128670794267
0.1,0.6,36.20893616,48.047419197928434,5.729128670794267
0.1,0.6,60.53924122,48.047419197928434,5.729128670794267
0.1,0.6,31.68066661,49.10450991816549,5.645612440640366
0.1,0.6,40.88486023,49.10450991816549,5.645612440640366
0.1,0.6,18.4936178,49.10450991816549,5.645612440640366
0.1,0.6,21.05543966,49.10450991816549,5.645612440640366
0.1,0.6,42.61512715,49.10450991816549,5.645612440640366
0.1,0.6,54.47490088,49.10450991816549,5.645612440640366
0.1,0.6,86.4036342,49.10450991816549,5.645612440640366
0.1,0.6,79.20854509,49.10450991816549,5.645612440640366
0.1,0.6,28.22843637,49.10450991816549,5.645612440640366
0.1,0.6,77.35426305,49.10450991816549,5.645612440640366
0.1,0.6,29.94571023,49.10450991816549,5.645612440640366
0.1,0.6,41.21049972,49.10450991816549,5.645612440640366
0.1,0.6,24.45109292,49.10450991816549,5.645612440640366
0.1,0.6,89.31889283,49.10450991816549,5.645612440640366
0.1,0.6,26.09820561,49.10450991816549,5.645612440640366
0.1,0.6,70.0590705,49.10450991816549,5.645612440640366
0.1,0.6,86.70396022,49.10450991816549,5.645612440640366
0.1,0.6,25.75423362,49.10450991816549,5.645612440640366
0.1,0.6,33.86590168,49.10450991816549,5.645612440640366
0.1,0.6,43.62134182,49.10450991816549,5.645612440640366
0.1,0.6,39.24540895,49.10450991816549,5.645612440640366
0.1,0.6,32.19713939,49.10450991816549,5.645612440640366
0.1,0.6,84.27411325,49.10450991816549,5.645612440640366
0.1,0.6,92.00741342,49.10450991816549,5.645612440640366
0.1,0.8,98.54302324,53.00870700492453,6.015298386557291
0.1,0.8,87.61223353,53.00870700492453,6.015298386557291
0.1,0.8,116.1167474,53.00870700492453,6.015298386557291
0.1,0.8,23.5040008,53.00870700492453,6.015298386557291
0.1,0.8,19.07651192,53.00870700492453,6.015298386557291
0.1,0.8,39.01324129,53.00870700492453,6.015298386557291
0.1,0.8,97.8180127,53.00870700492453,6.015298386557291
0.1,0.8,94.25342559,53.00870700492453,6.015298386557291
0.1,0.8,93.96725967,53.00870700492453,6.015298386557291
